Flight_id,Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,FlightDuration_minutes,Delay_Minutes,Early_minutes,Late_Minute,Cancelled,Cancellation_Reason,Passenger_Count,Ticket_Price,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
1235,British Airways,6344,ATL - LOS,ATL,LOS,2024-12-27 2:00,2024-12-27 9:40,460,62,0,62,No,,166,178.16,CRJ900,11328,71.27,Business,No,20kg,40.59,Z20,UNKNOWN,10
1236,American Airlines,6642,LHR - CDG,LHR,CDG,2024-10-11 2:08,2024-10-11 11:01,533,5,0,5,No,,167,92.60,B737,6448,97.17,Economy,No,1pc,21.71,D13,T4,5
1237,British Airways,3285,LHR - LOS,LHR,LOS,2022-10-21 4:11,2022-10-21 7:10,179,7,0,7,No,,299,439.58,CRJ900,10758,87.41,First,No,2pc,42.45,V45,T4,15
1238,United Airlines,6599,DOH - LAX,DOH,LAX,2025-09-12 15:48,2025-09-12 20:17,269,20,0,20,No,,69,417.57,B777,14006,78.95,Business,Yes,23kg,22.09,N47,T2,19
1239,Air France,718,DXB - NBO,DXB,NBO,2021-01-14 18:13,2021-01-15 0:18,365,20,0,20,No,,33,421.59,A320,14517,70.07,Economy,No,20kg,23.77,O10,T3,9
1240,Singapore Airlines,4205,IST - AMS,IST,AMS,2023-01-03 14:11,2023-01-03 19:55,344,75,0,75,No,,286,309.05,B777,1149,96.42,Economy,Yes,2pc,11.05,F26,T1,14
1241,Lufthansa,1978,LHR - ATL,LHR,ATL,2025-08-29 3:23,2025-08-29 8:09,286,-39,39,0,Yes,,171,344.28,A380,14644,93.35,Business,No,1pc,34.13,R7,T2,10
1242,British Airways,2336,NBO - LOS,NBO,LOS,2023-08-07 0:27,2023-08-07 7:47,440,-53,53,0,No,,224,269.78,A380,11373,74.56,Economy,UNKNOWN,1pc,35.2,H28,UNKNOWN,9
1243,Qatar Airways,5459,IST - DOH,IST,DOH,2020-06-08 20:05,2020-06-09 4:44,519,-62,62,0,No,,88,505.44,A380,9411,89.14,First,Yes,1pc,25.41,U25,T1,7
1244,Air France,7706,LOS - AMS,LOS,AMS,2022-06-12 15:12,2022-06-12 16:18,66,57,0,57,No,,117,136.07,B777,14347,57.51,First,No,2pc,37.06,K17,T4,18
1245,Delta Airlines,8042,ATL - SIN,ATL,SIN,2025-02-08 9:49,2025-02-08 11:17,88,0,0,0,No,,170,193.64,A320,7056,92.42,Economy,No,20kg,14.09,D4,T3,15
1246,South African Airways,7658,ORD - CDG,ORD,CDG,2022-08-28 17:52,2022-08-28 19:24,92,20,0,20,No,,26,374.26,UNKNOWN,9808,63.55,Economy,Yes,No,36.86,Y25,T3,9
1247,Kenya Airways,1217,LHR - ORD,LHR,ORD,2022-12-28 12:38,2022-12-29 0:23,705,10,0,10,No,,44,276.41,A320,7134,100,Business,Yes,No,33.25,Y27,T1,6
1248,KLM,9085,ATL - LAX,ATL,LAX,2024-11-30 12:43,2024-11-30 21:21,518,49,0,49,No,,235,456.39,A350,2008,91.52,Business,No,2pc,34.14,Q29,T2,4
1250,United Airlines,7271,ATL - DXB,ATL,DXB,2021-10-22 22:57,2021-10-23 8:54,597,5,0,5,No,,253,181.06,A380,14140,97.15,First,No,23kg,41.05,UNKNOWN,UNKNOWN,16
1251,Delta Airlines,2397,JFK - JFK,JFK,JFK,2021-04-25 17:31,2021-04-26 2:32,541,0,0,0,No,,249,315.12,B737,526,99.25,Economy,Yes,1pc,35.27,Q35,T1,14
1252,Turkish Airlines,7813,SIN - DOH,SIN,DOH,2025-08-02 9:48,2025-08-02 17:57,489,24,0,24,No,,292,171.35,A380,9287,74.62,Economy,Yes,23kg,33.64,R31,T4,10
1253,Singapore Airlines,4673,LAX - IST,LAX,IST,2024-02-07 2:38,2024-02-07 8:22,344,43,0,43,No,,216,343.16,A380,4637,79.42,First,Yes,20kg,25.38,I43,T3,16
1254,Qatar Airways,2743,ORD - CDG,ORD,CDG,2021-11-27 16:54,2021-11-28 2:29,575,-23,23,0,No,,70,278.06,A380,226,100,First,No,1pc,37.75,N19,T3,16
1255,South African Airways,2894,CDG - ORD,CDG,ORD,2020-12-02 5:20,2020-12-02 7:58,158,49,0,49,No,,205,247.48,CRJ900,11233,100,Economy,No,23kg,42.04,C39,T4,13
1256,Turkish Airlines,UNKNOWN,ORD - CDG,ORD,CDG,2022-12-23 18:23,2022-12-24 1:59,456,72,0,72,No,,100,248.73,A320,4121,77.56,First,No,20kg,46.07,F1,T4,6
1257,Emirates,1746,DOH - LOS,DOH,LOS,2024-09-24 6:09,2024-09-24 15:17,548,0,0,0,No,,258,549.12,B737,10436,100,First,No,20kg,24.55,Q8,T4,17
1259,Kenya Airways,8859,ATL - IST,ATL,IST,2024-11-18 15:59,2024-11-18 18:13,134,42,0,42,No,,149,453.31,B737,3157,89.77,Business,No,No,44.05,D32,T1,19
1260,British Airways,6503,CDG - SIN,CDG,SIN,2021-12-03 15:38,2021-12-03 18:47,189,-33,33,0,No,,288,441.50,CRJ900,10985,100,Economy,No,20kg,31.59,A25,T2,8
1262,KLM,UNKNOWN,CDG - SIN,CDG,SIN,2024-10-08 20:38,2024-10-08 21:59,81,-49,49,0,No,,237,353.01,B777,11203,97.54,Economy,No,2pc,22.9,A19,UNKNOWN,15
1263,Emirates,283,AMS - DXB,AMS,DXB,2025-04-15 15:05,2025-04-15 23:43,518,5,0,5,No,,291,474.02,A350,8023,100,Business,Yes,2pc,15.57,A14,T1,10
1264,British Airways,4576,LAX - LHR,LAX,LHR,2025-03-21 7:20,2025-03-21 17:18,598,32,0,32,No,,43,257.11,B777,6607,56.73,First,No,1pc,29.61,U38,T2,16
1265,Kenya Airways,2614,LHR - LHR,LHR,LHR,2025-09-28 1:54,2025-09-28 9:15,441,-12,12,0,No,,245,519.52,CRJ900,14915,77.04,Economy,No,No,28.4,G26,T3,9
1266,Air France,7319,LOS - NBO,LOS,NBO,2025-06-19 19:07,2025-06-20 3:26,499,0,0,0,No,,283,393.62,CRJ900,8120,69.49,Economy,Yes,23kg,31.88,X27,T2,12
1267,British Airways,3015,ATL - ORD,ATL,ORD,2020-03-22 13:37,2020-03-22 14:57,80,23,0,23,No,,69,557.28,B737,12609,89.54,First,No,20kg,29.84,Q20,T3,10
1268,United Airlines,3649,DOH - LAX,DOH,LAX,2025-03-07 1:57,2025-03-07 7:59,362,18,0,18,No,,10,324.22,CRJ900,6950,66.29,First,No,2pc,UNKNOWN,U37,T1,9
1269,Turkish Airlines,664,LOS - ATL,LOS,ATL,2025-08-05 19:27,2025-08-05 21:50,143,15,0,15,No,,22,296.38,B777,538,83.49,First,No,20kg,28,R44,T4,19
1270,Lufthansa,8821,LOS - ATL,LOS,ATL,2022-04-10 22:20,2022-04-11 10:18,718,49,0,49,No,,281,261.47,B777,12889,80.82,Business,Yes,23kg,11.47,J2,T2,4
1271,Kenya Airways,882,NBO - NBO,NBO,NBO,2022-04-29 0:31,2022-04-29 9:57,566,-5,5,0,No,,15,152.48,A350,3944,86.08,Business,No,No,30.8,N34,UNKNOWN,20
1272,Qatar Airways,8666,LOS - CDG,LOS,CDG,2022-08-17 23:34,2022-08-18 4:50,316,-18,18,0,No,,49,36.28,A320,14748,84.41,Business,No,1pc,27.99,I4,UNKNOWN,8
1273,American Airlines,6499,LHR - LHR,LHR,LHR,2022-12-26 14:12,2022-12-26 23:58,586,-4,4,0,No,,91,426.34,CRJ900,3587,84.62,Economy,Yes,2pc,16.88,D45,UNKNOWN,5
1274,British Airways,5151,LAX - IST,LAX,IST,2020-01-19 23:16,2020-01-20 2:57,221,-2,2,0,No,,258,317.61,A350,3780,100,First,No,20kg,29.99,W34,T1,5
1275,Kenya Airways,7374,DXB - SIN,DXB,SIN,2021-07-17 14:34,2021-07-17 18:16,222,61,0,61,No,,208,572.64,B777,13573,89.79,First,No,23kg,23.96,Z6,T3,12
1276,American Airlines,958,IST - AMS,IST,AMS,2021-03-21 1:36,2021-03-21 11:19,583,4,0,4,Yes,,213,337.02,B737,9755,100,Economy,No,1pc,30.35,B19,T4,19
1277,Delta Airlines,9900,CDG - AMS,CDG,AMS,2024-10-25 11:57,2024-10-25 17:27,330,0,0,0,No,,29,518.50,B737,9957,70.08,Business,Yes,23kg,19.85,V40,T3,19
1278,Singapore Airlines,176,LOS - CDG,LOS,CDG,2025-08-04 7:10,2025-08-04 16:21,551,16,0,16,No,,202,211.44,B737,10819,94.67,Economy,No,UNKNOWN,34.79,T39,T2,12
1279,United Airlines,897,ATL - FRA,ATL,FRA,2023-05-30 4:38,2023-05-30 9:05,267,19,0,19,No,,93,262.97,A320,5876,100,Economy,No,2pc,30.21,I28,T3,10
1280,United Airlines,6283,IST - JFK,IST,JFK,2020-08-04 4:39,2020-08-04 14:37,598,-32,32,0,No,,163,351.90,A380,921,100,Economy,Yes,20kg,17.05,E5,UNKNOWN,7
1281,Singapore Airlines,3405,JFK - LHR,JFK,LHR,2021-03-16 18:56,2021-03-17 5:39,643,3,0,3,No,,43,320.60,CRJ900,6608,100,Economy,Yes,2pc,39.46,E21,UNKNOWN,19
1282,Delta Airlines,4191,CDG - ATL,CDG,ATL,2025-05-21 4:43,2025-05-21 6:42,119,1,0,1,No,,164,301.93,B737,6606,83.45,Business,No,1pc,24.86,A1,T3,5
1283,Emirates,6238,ORD - FRA,ORD,FRA,2020-04-05 5:57,2020-04-05 14:06,489,8,0,8,No,,250,175.58,A350,11704,74.94,Business,UNKNOWN,No,26.41,O13,T2,9
1284,American Airlines,4008,NBO - ORD,NBO,ORD,2020-10-12 1:56,2020-10-12 13:52,716,44,0,44,No,,165,32.89,B777,6825,76.44,First,Yes,23kg,37.98,B8,T4,13
1285,Air France,3376,JFK - DXB,JFK,DXB,2024-07-06 3:39,2024-07-06 14:43,664,20,0,20,No,,300,476.20,A350,10731,69.05,First,No,23kg,40.73,M29,UNKNOWN,19
1286,American Airlines,362,FRA - ATL,FRA,ATL,2023-03-14 19:05,2023-03-15 4:44,579,14,0,14,No,,55,227.23,A350,7215,75.63,Business,Yes,1pc,31.11,Y29,UNKNOWN,6
1287,Delta Airlines,7008,NBO - LOS,NBO,LOS,2023-07-28 8:58,2023-07-28 19:48,650,86,0,86,No,,129,425.78,B737,UNKNOWN,97.54,First,Yes,2pc,36.82,C43,T1,7
1288,Turkish Airlines,557,JFK - CDG,JFK,CDG,2023-11-10 10:16,2023-11-10 11:42,86,-3,3,0,No,,298,316.71,A380,13176,87.46,Economy,No,20kg,42.63,T23,T4,19
1289,Kenya Airways,338,JFK - LOS,JFK,LOS,2022-11-25 3:02,2022-11-25 13:23,621,-15,15,0,No,,21,571.23,A380,11931,100,Economy,Yes,2pc,UNKNOWN,J16,T2,14
1290,Singapore Airlines,5623,ATL - FRA,ATL,FRA,2021-05-04 1:17,2021-05-04 5:35,258,36,0,36,No,,289,87.55,CRJ900,5776,80.44,Economy,No,1pc,34.72,F46,T1,15
1291,KLM,3248,JFK - FRA,JFK,FRA,2023-02-23 17:09,2023-02-24 0:35,446,69,0,69,No,,203,324.65,CRJ900,6003,87.76,UNKNOWN,Yes,20kg,20.86,R10,T2,6
1292,Air France,3713,DOH - DXB,DOH,DXB,2022-10-04 19:44,2022-10-05 5:39,595,7,0,7,No,,50,382.22,A320,8820,100,First,Yes,UNKNOWN,35.55,S28,UNKNOWN,11
1293,British Airways,1682,AMS - SIN,AMS,SIN,2024-10-29 10:50,2024-10-29 18:07,437,-9,9,0,No,,7,657.43,B737,10777,82.27,First,No,No,21.93,W26,T2,13
1294,Turkish Airlines,2850,AMS - ORD,AMS,ORD,2025-01-26 9:40,2025-01-26 19:57,617,20,0,20,No,,261,325.26,A380,634,100,First,UNKNOWN,No,20.76,L11,T2,14
1295,Ethiopian Airlines,2836,ORD - CDG,ORD,CDG,2020-09-20 22:51,2020-09-21 8:37,586,0,0,0,No,,4,498.63,A320,10826,91.65,Economy,No,1pc,36.41,K5,T2,13
1296,Lufthansa,6910,ATL - DOH,ATL,DOH,2021-04-28 8:52,2021-04-28 13:17,265,10,0,10,No,,135,546.18,A320,5766,69.66,Economy,Yes,1pc,32.28,A48,T3,20
1297,Delta Airlines,8496,ORD - ORD,ORD,ORD,2021-05-04 1:19,2021-05-04 9:53,514,69,0,69,No,,180,500.57,A380,13822,74.21,Business,No,20kg,17.17,P15,T4,12
1298,Qatar Airways,1864,LHR - IST,LHR,IST,2025-04-03 13:21,2025-04-03 18:53,332,2,0,2,No,,263,283.34,CRJ900,997,97.09,Business,No,1pc,20.89,Q13,T3,7
1299,Emirates,5459,ORD - AMS,ORD,AMS,2020-06-03 14:33,2020-06-03 19:28,295,52,0,52,No,,247,268.94,B777,11321,86.07,First,No,23kg,46.31,A11,T1,17
1300,Turkish Airlines,5386,SIN - CDG,SIN,CDG,2025-09-24 22:44,2025-09-25 8:24,580,24,0,24,No,,93,447.39,A320,10168,89.42,First,Yes,1pc,UNKNOWN,R10,T2,16
1302,American Airlines,3205,CDG - CDG,CDG,CDG,2022-04-25 9:27,2022-04-25 12:23,176,-44,44,0,No,,80,388.13,B777,9184,88.15,Economy,No,2pc,32.37,V45,T1,15
1303,Delta Airlines,3493,LOS - FRA,LOS,FRA,2023-10-08 16:53,2023-10-09 0:18,445,-31,31,0,No,,89,278.84,A380,3773,96.64,Economy,No,1pc,19.3,W6,T4,14
1304,Kenya Airways,6572,FRA - IST,FRA,IST,2023-08-10 8:49,2023-08-10 19:32,643,-14,14,0,No,,150,317.80,CRJ900,7017,93.16,Business,Yes,2pc,30.08,H20,T1,9
1305,Air France,7110,ORD - CDG,ORD,CDG,2024-02-17 21:33,2024-02-18 5:07,454,-11,11,0,No,,201,211.48,B737,10452,54.14,First,Yes,23kg,27.64,J31,T2,10
1306,Singapore Airlines,2079,LOS - JFK,LOS,JFK,2025-03-01 2:52,2025-03-01 4:55,123,-20,20,0,No,,216,571.06,A380,10389,91.17,First,No,No,40.68,W41,T2,6
1307,American Airlines,3907,LAX - DOH,LAX,DOH,2023-10-05 9:12,2023-10-05 11:23,131,60,0,60,No,,178,397.91,A380,3260,88.31,First,No,2pc,39.12,UNKNOWN,UNKNOWN,15
1308,Air France,3602,AMS - IST,AMS,IST,2023-07-10 19:46,2023-07-11 1:19,333,-35,35,0,No,,65,339.28,A350,6109,82.08,Economy,No,UNKNOWN,49.67,N21,UNKNOWN,5
1309,South African Airways,1834,FRA - DOH,FRA,DOH,2022-04-28 16:47,2022-04-28 23:06,379,15,0,15,No,,152,434.00,A350,985,77.44,Business,Yes,No,25.63,Z26,T2,13
1310,Kenya Airways,5942,LAX - DXB,LAX,DXB,2021-10-31 17:59,2021-11-01 0:36,397,4,0,4,No,,264,15.76,A320,11535,88.83,Economy,Yes,20kg,51.93,I29,T4,14
1311,Delta Airlines,5398,IST - FRA,IST,FRA,2024-05-10 19:18,2024-05-11 2:23,425,56,0,56,No,,101,768.04,A320,11827,82.4,First,Yes,20kg,36.46,A24,T2,12
1312,Qatar Airways,2944,AMS - LOS,AMS,LOS,2020-12-19 14:50,2020-12-20 0:04,554,-7,7,0,No,,22,354.94,B777,9875,87.26,Economy,Yes,23kg,46.9,V46,T2,4
1313,British Airways,UNKNOWN,LOS - LAX,LOS,LAX,2022-12-08 9:57,2022-12-08 21:03,666,31,0,31,No,,176,42.63,CRJ900,12678,100,Economy,UNKNOWN,20kg,39.86,O40,UNKNOWN,10
1314,KLM,5281,CDG - ORD,CDG,ORD,2020-12-10 12:32,2020-12-10 22:35,603,105,0,105,No,,233,199.72,B737,13789,79.51,First,Yes,23kg,21.66,H36,T4,5
1315,Singapore Airlines,296,ORD - ORD,ORD,ORD,2022-05-30 0:23,2022-05-30 1:33,70,5,0,5,No,,63,558.74,A380,784,67.24,Business,Yes,23kg,11.96,D47,T4,19
1316,Qatar Airways,6476,DOH - JFK,DOH,JFK,2025-10-08 3:35,2025-10-08 9:35,360,15,0,15,No,,300,374.31,CRJ900,5958,100,Business,No,1pc,9.89,I32,T1,20
1317,South African Airways,3585,JFK - JFK,JFK,JFK,2025-10-08 23:36,2025-10-09 2:17,161,81,0,81,No,,237,35.92,B377,6274,100,First,No,2pc,23.88,Y45,UNKNOWN,5
1318,Ethiopian Airlines,7616,ORD - LHR,ORD,LHR,2025-01-16 19:17,2025-01-17 3:21,484,-8,8,0,No,,79,402.25,A380,14800,100,First,No,1pc,42.67,W50,UNKNOWN,20
1319,Delta Airlines,3706,CDG - ORD,CDG,ORD,2024-02-20 21:58,2024-02-21 5:29,451,81,0,81,No,,169,387.54,B737,7262,78.37,Business,Yes,No,25.02,Y19,UNKNOWN,14
1320,Singapore Airlines,1181,DXB - LHR,DXB,LHR,2024-06-25 3:03,2024-06-25 7:36,273,-1,1,0,No,,32,580.35,A320,5033,77.12,Economy,Yes,No,23.24,F13,T1,6
1321,Turkish Airlines,4662,IST - NBO,IST,NBO,2025-09-03 17:00,2025-09-03 19:27,147,41,0,41,No,,92,454.43,B777,5305,UNKNOWN,Business,Yes,2pc,37,Y8,T4,4
1322,Lufthansa,6145,LOS - CDG,LOS,CDG,2022-08-16 5:25,2022-08-16 15:37,612,-7,7,0,No,,111,102.12,B737,13306,56.91,Business,No,No,21.38,F16,T4,UNKNOWN
1323,Ethiopian Airlines,3680,JFK - NBO,JFK,NBO,2023-05-13 0:58,2023-05-13 2:43,105,0,0,0,No,,120,694.05,CRJ900,9602,77.87,Economy,No,2pc,39.31,N31,UNKNOWN,6
1324,American Airlines,6835,LOS - ATL,LOS,ATL,2025-02-05 0:54,2025-02-05 9:36,522,40,0,40,No,,167,279.04,B777,12468,100,First,Yes,1pc,28,E36,T1,5
1325,Singapore Airlines,5040,SIN - DOH,SIN,DOH,2020-06-19 4:50,2020-06-19 15:41,651,-37,37,0,No,,118,307.74,A320,4917,96.27,Economy,No,2pc,30.25,J31,UNKNOWN,6
1326,American Airlines,8285,ATL - LOS,ATL,LOS,2021-09-27 2:53,2021-09-27 5:18,145,63,0,63,No,,237,250.28,UNKNOWN,1306,100,Business,No,1pc,32.29,M29,T3,15
1327,Emirates,1768,NBO - JFK,NBO,JFK,2022-07-25 11:27,2022-07-25 13:58,151,39,0,39,No,,191,197.41,B737,14031,93.8,Business,Yes,UNKNOWN,44.94,G39,T4,16
1328,British Airways,8884,JFK - JFK,JFK,JFK,2021-10-18 6:44,2021-10-18 18:43,719,0,0,0,No,,229,585.29,B777,2277,100,Business,Yes,1pc,22.17,W39,T1,17
1329,American Airlines,9425,FRA - LOS,FRA,LOS,2021-03-02 8:58,2021-03-02 13:59,301,-8,8,0,No,,247,83.70,A380,4480,92.62,Economy,Yes,2pc,17.01,A23,T4,10
1330,American Airlines,2909,DXB - FRA,DXB,FRA,2022-03-04 20:54,2022-03-04 21:55,61,92,0,92,No,,254,510.92,A350,3660,61.01,Economy,Yes,2pc,12.51,Z23,UNKNOWN,7
1331,Ethiopian Airlines,4227,AMS - CDG,AMS,CDG,2022-06-18 6:44,2022-06-18 11:28,284,-42,42,0,No,,227,515.73,CRJ900,7044,79.55,Business,Yes,2pc,42.55,E7,UNKNOWN,19
1332,Emirates,1652,FRA - DOH,FRA,DOH,2022-10-16 10:34,2022-10-16 21:22,648,12,0,12,No,,108,625.51,B777,1278,98.36,Business,Yes,UNKNOWN,39.02,N49,T2,12
1333,British Airways,9928,ATL - DOH,ATL,DOH,2021-01-07 18:40,2021-01-07 21:35,175,-43,43,0,No,,128,358.75,A320,6629,99.58,Business,Yes,2pc,27.34,L22,T4,12
1334,KLM,5414,ATL - LOS,ATL,LOS,2020-01-25 0:23,2020-01-25 3:05,162,67,0,67,No,,66,144.66,A320,989,96.02,Economy,Yes,2pc,32.99,C20,T2,5
1336,Emirates,2277,NBO - FRA,NBO,FRA,2023-08-30 23:57,2023-08-31 3:42,225,22,0,22,No,,171,468.94,B777,410,100,First,Yes,No,28.1,B30,T3,4
1337,British Airways,5540,ATL - SIN,ATL,SIN,2021-06-29 20:45,2021-06-29 23:14,149,125,0,125,No,,272,366.95,CRJ900,11655,90.03,Economy,Yes,20kg,12.4,I21,T4,12
1338,Emirates,5309,IST - LOS,IST,LOS,2023-03-27 6:19,2023-03-27 9:41,202,84,0,84,No,,165,623.06,CRJ900,9968,71.77,Economy,No,1pc,19.05,M40,T2,7
1339,Kenya Airways,1206,IST - LHR,IST,LHR,2021-12-15 22:17,2021-12-16 6:24,487,5,0,5,No,,105,389.69,A350,12514,UNKNOWN,Economy,Yes,20kg,20.58,D22,T1,17
1340,United Airlines,5590,ATL - LAX,ATL,LAX,2024-04-03 6:15,2024-04-03 12:19,364,120,0,120,No,,35,18.87,B777,9774,85.66,UNKNOWN,No,2pc,40.33,Z9,T4,17
1341,British Airways,389,IST - LOS,IST,LOS,2024-10-01 21:26,2024-10-02 3:42,376,8,0,8,No,,4,193.23,A380,10194,70.28,Business,Yes,No,17.26,X1,T2,16
1342,Ethiopian Airlines,9685,ATL - LOS,ATL,LOS,2025-09-06 13:16,2025-09-07 0:50,694,-39,39,0,Yes,,153,269.06,A350,893,94.09,Business,No,1pc,23.07,J10,T1,10
1344,South African Airways,8348,LHR - FRA,LHR,FRA,2023-09-17 6:53,2023-09-17 14:48,475,103,0,103,No,,240,451.16,A350,2127,72.33,Economy,Yes,23kg,31.2,R44,T4,8
1345,Kenya Airways,9725,AMS - NBO,AMS,NBO,2020-02-28 5:28,2020-02-28 15:40,612,0,0,0,No,,244,308.94,CRJ900,12689,76.88,Business,No,23kg,37.41,X16,T4,4
1346,Kenya Airways,447,LAX - CDG,LAX,CDG,2022-08-30 15:29,2022-08-30 21:46,377,19,0,19,No,,261,358.40,A380,1995,61.35,Business,No,1pc,21.03,C12,T1,11
1347,Ethiopian Airlines,5160,AMS - ATL,AMS,ATL,2023-08-26 17:45,2023-08-27 0:02,377,0,0,0,No,,211,644.53,A380,14917,100,Business,Yes,23kg,44.88,G16,T1,6
1348,KLM,7120,LAX - LHR,LAX,LHR,2023-06-10 11:57,2023-06-10 17:07,310,-21,21,0,No,,295,378.84,A320,5287,69.25,First,Yes,1pc,35.55,X1,T3,17
1349,South African Airways,1081,SIN - AMS,SIN,AMS,2022-06-18 11:49,2022-06-18 20:27,518,42,0,42,No,,135,749.57,A350,8991,100,Economy,Yes,20kg,39.37,D19,UNKNOWN,13
1350,United Airlines,2353,JFK - LOS,JFK,LOS,2020-12-23 19:56,2020-12-23 22:19,143,2,0,2,No,,201,585.81,B737,3648,92.42,First,Yes,1pc,26.15,D43,T4,18
1352,KLM,8271,ATL - SIN,ATL,SIN,2020-03-05 19:10,2020-03-06 2:39,449,22,0,22,No,,211,424.28,A380,8282,100,Business,YES,20kg,27.61,T41,T3,11
1353,British Airways,4959,SIN - DXB,SIN,DXB,2022-10-06 0:28,2022-10-06 6:41,373,31,0,31,No,,254,237.11,A380,8750,74.78,First,No,20kg,30.44,W21,T3,14
1354,Qatar Airways,3409,AMS - SIN,AMS,SIN,2021-06-17 23:47,2021-06-18 1:08,81,37,0,37,No,,139,270.53,UNKNOWN,4517,91.84,Economy,Yes,20kg,39.34,U13,T2,5
1355,Kenya Airways,2584,ATL - AMS,ATL,AMS,2025-04-04 10:45,2025-04-04 18:34,469,-89,89,0,No,,242,420.10,A380,10192,89.58,First,No,1pc,10.53,P7,T3,16
1356,United Airlines,6256,DXB - FRA,DXB,FRA,2023-11-30 11:18,2023-11-30 20:52,574,-34,34,0,No,,77,560.08,CRJ900,435,100,First,Yes,No,36.17,C50,T1,13
1357,British Airways,3448,LOS - FRA,LOS,FRA,2023-01-29 5:41,2023-01-29 8:47,186,53,0,53,No,,46,256.83,A320,4083,86.23,First,No,No,37.07,N45,T2,8
1358,Turkish Airlines,721,NBO - AMS,NBO,AMS,2020-09-30 19:26,2020-09-30 20:39,73,-21,21,0,No,,235,259.51,CRJ900,2394,57.11,Business,No,23kg,24.25,R10,T1,4
1359,Air France,4000,LOS - CDG,LOS,CDG,2023-09-18 19:35,2023-09-18 20:46,71,23,0,23,No,,61,424.43,A380,13922,UNKNOWN,Business,Yes,-,29.69,A35,T1,16
1360,Qatar Airways,7370,LOS - DOH,LOS,DOH,2022-01-25 22:59,2022-01-26 8:42,583,44,0,44,NO,,148,148.57,3A80,7571,69.07,Economy,Yes,20kg,22.01,Y25,UNKNOWN,10
1361,British Airways,5485,DXB - SIN,DXB,SIN,2023-09-15 14:23,2023-09-16 0:19,596,0,0,0,No,,117,694.73,B777,7449,100,Business,No,20kg,32.71,F29,T1,18
1362,Qatar Airways,2299,ORD - IST,ORD,IST,2025-01-03 13:25,2025-01-03 19:25,360,44,0,44,No,,188,221.34,A320,4772,64.18,Economy,No,1pc,56.25,L26,T3,8
1363,Qatar Airways,5302,IST - CDG,IST,CDG,2024-06-15 21:28,2024-06-16 0:29,181,77,0,77,No,,216,440.34,A320,13856,85.91,Economy,Yes,20kg,21.52,Q47,T1,5
1364,KLM,748,DXB - DOH,DXB,DOH,2020-09-01 8:21,2020-09-01 11:47,206,-31,31,0,No,,256,471.26,A320,11595,67.11,Economy,No,No,37.76,G24,T1,13
1366,Singapore Airlines,488,FRA - ATL,FRA,ATL,2021-11-19 9:36,2021-11-19 15:44,368,-11,11,0,No,,78,346.54,A350,8035,100,First,Yes,1pc,28.57,K47,T1,7
1367,Ethiopian Airlines,UNKNOWN,AMS - LAX,AMS,LAX,2022-10-31 19:23,2022-11-01 1:10,347,-14,14,0,No,,178,158.40,A380,7334,76.1,Economy,UNKNOWN,20kg,UNKNOWN,Q22,T1,9
1368,Qatar Airways,5527,AMS - LAX,AMS,LAX,2021-06-06 8:53,2021-06-06 14:59,366,-11,11,0,No,,100,533.59,CRJ900,7390,91.32,Economy,Yes,1pc,29.68,O9,T3,9
1369,Turkish Airlines,5715,LAX - SIN,LAX,SIN,2020-08-25 7:15,2020-08-25 18:08,653,-49,49,0,No,,198,339.69,B737,5653,68.37,Business,Yes,2pc,31.48,R41,T3,15
1370,Emirates,4069,DOH - LHR,DOH,LHR,2024-05-05 0:23,2024-05-05 10:31,608,0,0,0,No,,293,188.19,B737,6284,100,Economy,Yes,No,20.65,T42,T2,11
1371,Turkish Airlines,3472,LHR - NBO,LHR,NBO,2025-05-21 8:39,2025-05-21 15:30,411,-34,34,0,No,,190,467.01,CRJ900,581,100,UNKNOWN,No,20kg,26.75,N37,T4,13
1372,British Airways,8936,LAX - LOS,LAX,LOS,2020-12-20 6:26,2020-12-20 12:37,371,3,0,3,No,,73,472.32,B777,11555,98.15,Economy,Yes,1pc,27.34,P47,UNKNOWN,7
1373,Emirates,985,DOH - AMS,DOH,AMS,2024-07-06 12:45,2024-07-06 14:43,118,25,0,25,No,,185,206.73,A320,11142,98.46,Business,Yes,No,41.6,F43,T2,9
1374,KLM,4168,FRA - ORD,FRA,ORD,2024-05-03 8:46,2024-05-03 20:28,702,32,0,32,No,,166,596.68,B737,13146,93.1,Economy,No,20kg,23.03,F32,T3,18
1375,South African Airways,3744,ATL - DXB,ATL,DXB,2021-08-25 10:30,2021-08-25 12:04,94,-5,5,0,No,,272,798.65,B777,865,97.03,Economy,No,No,27.56,X17,T4,8
1376,British Airways,6350,DOH - LOS,DOH,LOS,2022-12-21 11:18,2022-12-21 19:42,504,-4,4,0,No,,228,131.99,A380,UNKNOWN,100,Economy,No,23kg,26.44,R20,T2,8
1377,Lufthansa,5369,SIN - JFK,SIN,JFK,2025-06-28 7:42,2025-06-28 12:08,266,-44,44,0,No,,250,417.40,A380,13728,86.52,First,No,2pc,36.65,B36,UNKNOWN,19
